Zeit;Verbrauch
2016-04-14 00:00:00;0,0
2016-04-14 01:00:00;0,0
2016-04-14 02:00:00;0,0
2016-04-14 03:00:00;0,0
2016-04-14 04:00:00;0,0
2016-04-14 05:00:00;0,0
2016-04-14 06:00:00;0,0
2016-04-14 07:00:00;0,0
2016-04-14 08:00:00;0,0
2016-04-14 09:00:00;1,068
2016-04-14 10:00:00;1,184
2016-04-14 11:00:00;1,145
2016-04-14 12:00:00;0,978
2016-04-14 13:00:00;0,87
2016-04-14 14:00:00;0,902
2016-04-14 15:00:00;1,009
2016-04-14 16:00:00;1,02
2016-04-14 17:00:00;0,92
2016-04-14 18:00:00;0,675
2016-04-14 19:00:00;0,0
2016-04-14 20:00:00;0,0
2016-04-14 21:00:00;0,0
2016-04-14 22:00:00;0,0
2016-04-14 23:00:00;0,0
