Zeit;Verbrauch
2016-05-20 00:00:00;0,0
2016-05-20 01:00:00;0,0
2016-05-20 02:00:00;0,0
2016-05-20 03:00:00;0,0
2016-05-20 04:00:00;0,0
2016-05-20 05:00:00;0,0
2016-05-20 06:00:00;0,0
2016-05-20 07:00:00;0,0
2016-05-20 08:00:00;0,0
2016-05-20 09:00:00;2,84
2016-05-20 10:00:00;3,149
2016-05-20 11:00:00;3,045
2016-05-20 12:00:00;2,603
2016-05-20 13:00:00;2,314
2016-05-20 14:00:00;2,398
2016-05-20 15:00:00;2,685
2016-05-20 16:00:00;2,714
2016-05-20 17:00:00;2,447
2016-05-20 18:00:00;1,795
2016-05-20 19:00:00;0,0
2016-05-20 20:00:00;0,0
2016-05-20 21:00:00;0,0
2016-05-20 22:00:00;0,0
2016-05-20 23:00:00;0,0
