Zeit;Verbrauch
2014-05-25 00:00:00;0,0
2014-05-25 01:00:00;0,0
2014-05-25 02:00:00;0,0
2014-05-25 03:00:00;0,0
2014-05-25 04:00:00;0,0
2014-05-25 05:00:00;0,0
2014-05-25 06:00:00;0,0
2014-05-25 07:00:00;0,0
2014-05-25 08:00:00;0,0
2014-05-25 09:00:00;2,929
2014-05-25 10:00:00;3,248
2014-05-25 11:00:00;3,141
2014-05-25 12:00:00;2,685
2014-05-25 13:00:00;2,387
2014-05-25 14:00:00;2,474
2014-05-25 15:00:00;2,77
2014-05-25 16:00:00;2,799
2014-05-25 17:00:00;2,525
2014-05-25 18:00:00;1,852
2014-05-25 19:00:00;0,0
2014-05-25 20:00:00;0,0
2014-05-25 21:00:00;0,0
2014-05-25 22:00:00;0,0
2014-05-25 23:00:00;0,0
