Zeit;Verbrauch
2020-06-11 00:00:00;0,0
2020-06-11 01:00:00;0,0
2020-06-11 02:00:00;0,0
2020-06-11 03:00:00;0,0
2020-06-11 04:00:00;0,0
2020-06-11 05:00:00;0,0
2020-06-11 06:00:00;0,0
2020-06-11 07:00:00;0,0
2020-06-11 08:00:00;0,0
2020-06-11 09:00:00;1,351
2020-06-11 10:00:00;1,497
2020-06-11 11:00:00;1,448
2020-06-11 12:00:00;1,238
2020-06-11 13:00:00;1,1
2020-06-11 14:00:00;1,141
2020-06-11 15:00:00;1,277
2020-06-11 16:00:00;1,291
2020-06-11 17:00:00;1,164
2020-06-11 18:00:00;0,854
2020-06-11 19:00:00;0,0
2020-06-11 20:00:00;0,0
2020-06-11 21:00:00;0,0
2020-06-11 22:00:00;0,0
2020-06-11 23:00:00;0,0
