Zeit;Verbrauch
2017-12-12 00:00:00;0,0
2017-12-12 01:00:00;0,0
2017-12-12 02:00:00;0,0
2017-12-12 03:00:00;0,0
2017-12-12 04:00:00;0,0
2017-12-12 05:00:00;0,0
2017-12-12 06:00:00;0,0
2017-12-12 07:00:00;0,0
2017-12-12 08:00:00;0,0
2017-12-12 09:00:00;0,14
2017-12-12 10:00:00;0,155
2017-12-12 11:00:00;0,15
2017-12-12 12:00:00;0,128
2017-12-12 13:00:00;0,114
2017-12-12 14:00:00;0,118
2017-12-12 15:00:00;0,132
2017-12-12 16:00:00;0,134
2017-12-12 17:00:00;0,121
2017-12-12 18:00:00;0,088
2017-12-12 19:00:00;0,0
2017-12-12 20:00:00;0,0
2017-12-12 21:00:00;0,0
2017-12-12 22:00:00;0,0
2017-12-12 23:00:00;0,0
