Zeit;Verbrauch
2026-01-31 00:00:00;0,0
2026-01-31 01:00:00;0,0
2026-01-31 02:00:00;0,0
2026-01-31 03:00:00;0,0
2026-01-31 04:00:00;0,0
2026-01-31 05:00:00;0,0
2026-01-31 06:00:00;0,0
2026-01-31 07:00:00;0
2026-01-31 08:00:00;0,301
2026-01-31 09:00:00;0
2026-01-31 10:00:00;1,179
2026-01-31 11:00:00;0
2026-01-31 12:00:00;0,062
2026-01-31 13:00:00;0
2026-01-31 14:00:00;0,358
2026-01-31 15:00:00;0
2026-01-31 16:00:00;5,5
2026-01-31 17:00:00;0,0
2026-01-31 18:00:00;0,0
2026-01-31 19:00:00;0,0
2026-01-31 20:00:00;0,0
2026-01-31 21:00:00;0,0
2026-01-31 22:00:00;0,0
2026-01-31 23:00:00;0,0
