Zeit;Verbrauch
2018-01-14 00:00:00;0,0
2018-01-14 01:00:00;0,0
2018-01-14 02:00:00;0,0
2018-01-14 03:00:00;0,0
2018-01-14 04:00:00;0,0
2018-01-14 05:00:00;0,0
2018-01-14 06:00:00;0,0
2018-01-14 07:00:00;0,0
2018-01-14 08:00:00;0,0
2018-01-14 09:00:00;0,555
2018-01-14 10:00:00;0,615
2018-01-14 11:00:00;0,595
2018-01-14 12:00:00;0,509
2018-01-14 13:00:00;0,452
2018-01-14 14:00:00;0,469
2018-01-14 15:00:00;0,525
2018-01-14 16:00:00;0,53
2018-01-14 17:00:00;0,478
2018-01-14 18:00:00;0,351
2018-01-14 19:00:00;0,0
2018-01-14 20:00:00;0,0
2018-01-14 21:00:00;0,0
2018-01-14 22:00:00;0,0
2018-01-14 23:00:00;0,0
