Zeit;Verbrauch
2021-04-14 00:00:00;0,0
2021-04-14 01:00:00;0,0
2021-04-14 02:00:00;0,0
2021-04-14 03:00:00;0,0
2021-04-14 04:00:00;0,0
2021-04-14 05:00:00;0,0
2021-04-14 06:00:00;0,0
2021-04-14 07:00:00;0,0
2021-04-14 08:00:00;0,0
2021-04-14 09:00:00;1,507
2021-04-14 10:00:00;1,671
2021-04-14 11:00:00;1,616
2021-04-14 12:00:00;1,381
2021-04-14 13:00:00;1,228
2021-04-14 14:00:00;1,272
2021-04-14 15:00:00;1,425
2021-04-14 16:00:00;1,44
2021-04-14 17:00:00;1,299
2021-04-14 18:00:00;0,953
2021-04-14 19:00:00;0,0
2021-04-14 20:00:00;0,0
2021-04-14 21:00:00;0,0
2021-04-14 22:00:00;0,0
2021-04-14 23:00:00;0,0
