Zeit;Verbrauch
2020-03-21 00:00:00;0,0
2020-03-21 01:00:00;0,0
2020-03-21 02:00:00;0,0
2020-03-21 03:00:00;0,0
2020-03-21 04:00:00;0,0
2020-03-21 05:00:00;0,0
2020-03-21 06:00:00;0,0
2020-03-21 07:00:00;0,0
2020-03-21 08:00:00;0,0
2020-03-21 09:00:00;0,609
2020-03-21 10:00:00;0,675
2020-03-21 11:00:00;0,653
2020-03-21 12:00:00;0,558
2020-03-21 13:00:00;0,496
2020-03-21 14:00:00;0,514
2020-03-21 15:00:00;0,576
2020-03-21 16:00:00;0,582
2020-03-21 17:00:00;0,525
2020-03-21 18:00:00;0,385
2020-03-21 19:00:00;0,0
2020-03-21 20:00:00;0,0
2020-03-21 21:00:00;0,0
2020-03-21 22:00:00;0,0
2020-03-21 23:00:00;0,0
