Zeit;Verbrauch
2015-02-05 00:00:00;0,0
2015-02-05 01:00:00;0,0
2015-02-05 02:00:00;0,0
2015-02-05 03:00:00;0,0
2015-02-05 04:00:00;0,0
2015-02-05 05:00:00;0,0
2015-02-05 06:00:00;0,0
2015-02-05 07:00:00;0,0
2015-02-05 08:00:00;0,0
2015-02-05 09:00:00;0,011
2015-02-05 10:00:00;0,012
2015-02-05 11:00:00;0,012
2015-02-05 12:00:00;0,01
2015-02-05 13:00:00;0,009
2015-02-05 14:00:00;0,009
2015-02-05 15:00:00;0,01
2015-02-05 16:00:00;0,01
2015-02-05 17:00:00;0,009
2015-02-05 18:00:00;0,007
2015-02-05 19:00:00;0,0
2015-02-05 20:00:00;0,0
2015-02-05 21:00:00;0,0
2015-02-05 22:00:00;0,0
2015-02-05 23:00:00;0,0
