Zeit;Verbrauch
2018-07-03 00:00:00;0,0
2018-07-03 01:00:00;0,0
2018-07-03 02:00:00;0,0
2018-07-03 03:00:00;0,0
2018-07-03 04:00:00;0,0
2018-07-03 05:00:00;0,0
2018-07-03 06:00:00;0,0
2018-07-03 07:00:00;0,0
2018-07-03 08:00:00;0,0
2018-07-03 09:00:00;1,155
2018-07-03 10:00:00;1,281
2018-07-03 11:00:00;1,238
2018-07-03 12:00:00;1,058
2018-07-03 13:00:00;0,941
2018-07-03 14:00:00;0,975
2018-07-03 15:00:00;1,092
2018-07-03 16:00:00;1,104
2018-07-03 17:00:00;0,995
2018-07-03 18:00:00;0,73
2018-07-03 19:00:00;0,0
2018-07-03 20:00:00;0,0
2018-07-03 21:00:00;0,0
2018-07-03 22:00:00;0,0
2018-07-03 23:00:00;0,0
