Zeit;Verbrauch
2014-08-13 00:00:00;0,0
2014-08-13 01:00:00;0,0
2014-08-13 02:00:00;0,0
2014-08-13 03:00:00;0,0
2014-08-13 04:00:00;0,0
2014-08-13 05:00:00;0,0
2014-08-13 06:00:00;0,0
2014-08-13 07:00:00;0,0
2014-08-13 08:00:00;0,0
2014-08-13 09:00:00;0,321
2014-08-13 10:00:00;0,356
2014-08-13 11:00:00;0,344
2014-08-13 12:00:00;0,294
2014-08-13 13:00:00;0,262
2014-08-13 14:00:00;0,271
2014-08-13 15:00:00;0,304
2014-08-13 16:00:00;0,307
2014-08-13 17:00:00;0,277
2014-08-13 18:00:00;0,203
2014-08-13 19:00:00;0,0
2014-08-13 20:00:00;0,0
2014-08-13 21:00:00;0,0
2014-08-13 22:00:00;0,0
2014-08-13 23:00:00;0,0
