Zeit;Verbrauch
2019-09-06 00:00:00;0,0
2019-09-06 01:00:00;0,0
2019-09-06 02:00:00;0,0
2019-09-06 03:00:00;0,0
2019-09-06 04:00:00;0,0
2019-09-06 05:00:00;0,0
2019-09-06 06:00:00;0,0
2019-09-06 07:00:00;0,0
2019-09-06 08:00:00;0,0
2019-09-06 09:00:00;0,628
2019-09-06 10:00:00;0,697
2019-09-06 11:00:00;0,674
2019-09-06 12:00:00;0,576
2019-09-06 13:00:00;0,512
2019-09-06 14:00:00;0,531
2019-09-06 15:00:00;0,594
2019-09-06 16:00:00;0,6
2019-09-06 17:00:00;0,541
2019-09-06 18:00:00;0,397
2019-09-06 19:00:00;0,0
2019-09-06 20:00:00;0,0
2019-09-06 21:00:00;0,0
2019-09-06 22:00:00;0,0
2019-09-06 23:00:00;0,0
