Zeit;Verbrauch
2014-10-19 00:00:00;0,0
2014-10-19 01:00:00;0,0
2014-10-19 02:00:00;0,0
2014-10-19 03:00:00;0,0
2014-10-19 04:00:00;0,0
2014-10-19 05:00:00;0,0
2014-10-19 06:00:00;0,0
2014-10-19 07:00:00;0,0
2014-10-19 08:00:00;0,0
2014-10-19 09:00:00;1,251
2014-10-19 10:00:00;1,387
2014-10-19 11:00:00;1,341
2014-10-19 12:00:00;1,147
2014-10-19 13:00:00;1,019
2014-10-19 14:00:00;1,057
2014-10-19 15:00:00;1,183
2014-10-19 16:00:00;1,196
2014-10-19 17:00:00;1,078
2014-10-19 18:00:00;0,791
2014-10-19 19:00:00;0,0
2014-10-19 20:00:00;0,0
2014-10-19 21:00:00;0,0
2014-10-19 22:00:00;0,0
2014-10-19 23:00:00;0,0
