Zeit;Verbrauch
2019-11-26 00:00:00;0,0
2019-11-26 01:00:00;0,0
2019-11-26 02:00:00;0,0
2019-11-26 03:00:00;0,0
2019-11-26 04:00:00;0,0
2019-11-26 05:00:00;0,0
2019-11-26 06:00:00;0,0
2019-11-26 07:00:00;0,0
2019-11-26 08:00:00;0,0
2019-11-26 09:00:00;0,495
2019-11-26 10:00:00;0,549
2019-11-26 11:00:00;0,531
2019-11-26 12:00:00;0,454
2019-11-26 13:00:00;0,403
2019-11-26 14:00:00;0,418
2019-11-26 15:00:00;0,468
2019-11-26 16:00:00;0,473
2019-11-26 17:00:00;0,427
2019-11-26 18:00:00;0,313
2019-11-26 19:00:00;0,0
2019-11-26 20:00:00;0,0
2019-11-26 21:00:00;0,0
2019-11-26 22:00:00;0,0
2019-11-26 23:00:00;0,0
