Zeit;Verbrauch
2021-05-31 00:00:00;0,0
2021-05-31 01:00:00;0,0
2021-05-31 02:00:00;0,0
2021-05-31 03:00:00;0,0
2021-05-31 04:00:00;0,0
2021-05-31 05:00:00;0,0
2021-05-31 06:00:00;0,0
2021-05-31 07:00:00;0,0
2021-05-31 08:00:00;0,0
2021-05-31 09:00:00;2,291
2021-05-31 10:00:00;2,541
2021-05-31 11:00:00;2,457
2021-05-31 12:00:00;2,1
2021-05-31 13:00:00;1,867
2021-05-31 14:00:00;1,935
2021-05-31 15:00:00;2,167
2021-05-31 16:00:00;2,19
2021-05-31 17:00:00;1,975
2021-05-31 18:00:00;1,448
2021-05-31 19:00:00;0,0
2021-05-31 20:00:00;0,0
2021-05-31 21:00:00;0,0
2021-05-31 22:00:00;0,0
2021-05-31 23:00:00;0,0
