Zeit;Verbrauch
2016-12-15 00:00:00;0,0
2016-12-15 01:00:00;0,0
2016-12-15 02:00:00;0,0
2016-12-15 03:00:00;0,0
2016-12-15 04:00:00;0,0
2016-12-15 05:00:00;0,0
2016-12-15 06:00:00;0,0
2016-12-15 07:00:00;0,0
2016-12-15 08:00:00;0,0
2016-12-15 09:00:00;0,187
2016-12-15 10:00:00;0,207
2016-12-15 11:00:00;0,2
2016-12-15 12:00:00;0,171
2016-12-15 13:00:00;0,152
2016-12-15 14:00:00;0,158
2016-12-15 15:00:00;0,177
2016-12-15 16:00:00;0,179
2016-12-15 17:00:00;0,161
2016-12-15 18:00:00;0,118
2016-12-15 19:00:00;0,0
2016-12-15 20:00:00;0,0
2016-12-15 21:00:00;0,0
2016-12-15 22:00:00;0,0
2016-12-15 23:00:00;0,0
