Zeit;Verbrauch
2019-06-28 00:00:00;0,0
2019-06-28 01:00:00;0,0
2019-06-28 02:00:00;0,0
2019-06-28 03:00:00;0,0
2019-06-28 04:00:00;0,0
2019-06-28 05:00:00;0,0
2019-06-28 06:00:00;0,0
2019-06-28 07:00:00;0,0
2019-06-28 08:00:00;0,0
2019-06-28 09:00:00;2,835
2019-06-28 10:00:00;3,144
2019-06-28 11:00:00;3,04
2019-06-28 12:00:00;2,599
2019-06-28 13:00:00;2,31
2019-06-28 14:00:00;2,395
2019-06-28 15:00:00;2,681
2019-06-28 16:00:00;2,71
2019-06-28 17:00:00;2,444
2019-06-28 18:00:00;1,792
2019-06-28 19:00:00;0,0
2019-06-28 20:00:00;0,0
2019-06-28 21:00:00;0,0
2019-06-28 22:00:00;0,0
2019-06-28 23:00:00;0,0
