Zeit;Verbrauch
2013-10-31 00:00:00;0,0
2013-10-31 01:00:00;0,0
2013-10-31 02:00:00;0,0
2013-10-31 03:00:00;0,0
2013-10-31 04:00:00;0,0
2013-10-31 05:00:00;0,0
2013-10-31 06:00:00;0,0
2013-10-31 07:00:00;0,0
2013-10-31 08:00:00;0,0
2013-10-31 09:00:00;0,468
2013-10-31 10:00:00;0,519
2013-10-31 11:00:00;0,501
2013-10-31 12:00:00;0,429
2013-10-31 13:00:00;0,381
2013-10-31 14:00:00;0,395
2013-10-31 15:00:00;0,442
2013-10-31 16:00:00;0,447
2013-10-31 17:00:00;0,403
2013-10-31 18:00:00;0,296
2013-10-31 19:00:00;0,0
2013-10-31 20:00:00;0,0
2013-10-31 21:00:00;0,0
2013-10-31 22:00:00;0,0
2013-10-31 23:00:00;0,0
