Zeit;Verbrauch
2019-05-16 00:00:00;0,0
2019-05-16 01:00:00;0,0
2019-05-16 02:00:00;0,0
2019-05-16 03:00:00;0,0
2019-05-16 04:00:00;0,0
2019-05-16 05:00:00;0,0
2019-05-16 06:00:00;0,0
2019-05-16 07:00:00;0,0
2019-05-16 08:00:00;0,0
2019-05-16 09:00:00;2,599
2019-05-16 10:00:00;2,882
2019-05-16 11:00:00;2,787
2019-05-16 12:00:00;2,382
2019-05-16 13:00:00;2,118
2019-05-16 14:00:00;2,195
2019-05-16 15:00:00;2,458
2019-05-16 16:00:00;2,484
2019-05-16 17:00:00;2,24
2019-05-16 18:00:00;1,643
2019-05-16 19:00:00;0,0
2019-05-16 20:00:00;0,0
2019-05-16 21:00:00;0,0
2019-05-16 22:00:00;0,0
2019-05-16 23:00:00;0,0
